ecg_sp_0.0_0.1,ecg_sp_0.1_0.2,ecg_sp_0.2_0.3,ecg_sp_0.3_0.4,ecg_sp_0.4_0.5,ecg_sp_0.5_0.6,ecg_sp_0.6_0.7,ecg_sp_0.7_0.8,ecg_sp_0.8_0.9,ecg_sp_0.9_1.0,ecg_sp_1.0_1.1,ecg_sp_1.1_1.2,ecg_sp_1.2_1.3,ecg_sp_1.3_1.4,ecg_sp_1.4_1.5,ecg_sp_1.5_1.6,ecg_sp_1.6_1.7,ecg_sp_1.7_1.8,ecg_sp_1.8_1.9,ecg_sp_1.9_2.0,ecg_sp_2.0_2.1,ecg_sp_2.1_2.2,ecg_sp_2.2_2.3,ecg_sp_2.3_2.4,ecg_sp_2.4_2.5,ecg_sp_2.5_2.6,ecg_sp_2.6_2.7,ecg_sp_2.7_2.8,ecg_sp_2.8_2.9,ecg_sp_2.9_3.0,ecg_sp_3.0_3.1,ecg_sp_3.1_3.2,ecg_sp_3.2_3.3,ecg_sp_3.3_3.4,ecg_sp_3.4_3.5,ecg_sp_3.5_3.6,ecg_sp_3.6_3.7,ecg_sp_3.7_3.8,ecg_sp_3.8_3.9,ecg_sp_3.9_4.0,ecg_sp_4.0_4.1,ecg_sp_4.1_4.2,ecg_sp_4.2_4.3,ecg_sp_4.3_4.4,ecg_sp_4.4_4.5,ecg_sp_4.5_4.6,ecg_sp_4.6_4.7,ecg_sp_4.7_4.8,ecg_sp_4.8_4.9,ecg_sp_4.9_5.0,ecg_sp_5.0_5.1,ecg_sp_5.1_5.2,ecg_sp_5.2_5.3,ecg_sp_5.3_5.4,ecg_sp_5.4_5.5,ecg_sp_5.5_5.6,ecg_sp_5.6_5.7,ecg_sp_5.7_5.8,ecg_sp_5.8_5.9,ecg_sp_5.9_6.0,rms_pin,mean_pin,std_pin,ske_pin,kur_pin,usum_pin,dsum_pin,mean_HR,std_HR,ske_HR,kur_HR,usum_HR,dsum_HR
-0.9999856897012498,-0.9989932227395149,-0.9941621189093189,-0.9789239136393064,-0.9852128880939358,-0.9767104545772879,-0.958846756203263,-0.9046357209328384,-0.9543316657634183,-0.9207536575942518,-0.8364453717832177,-0.8233726497731253,-0.9264985216457075,-0.8209413891225018,0.1912309093296798,-0.19382380943717437,-0.9949117436979331,-0.9801440621513953,-0.9555570662408055,-0.9088989277094479,-0.9580472972577596,-0.9820407685079173,-0.9256548275779973,-0.8199620626495272,-0.5809219909441148,-0.8019143914642539,-0.9067111700380731,-0.9523181859907485,-0.8070174711091463,0.7924795037913821,-0.15172145589921482,-0.9838855808875082,-0.9689403139694281,-0.9735857632959596,-0.9706998936435196,-0.945869472198125,-0.14912681788451865,-0.6373982967238518,-0.5560417740727619,-0.8193952510730015,-0.9577745756128007,-0.7925444767657406,-0.8658452135493231,-0.8801765346110645,1.0,-0.20980202484739596,-0.9438600354338368,-0.9515443529884826,-0.9913324952713919,-0.9833355427678632,-0.9795242635504396,-0.9565354424256985,-0.9050292538515575,-0.8417676747229406,-0.9575935299877796,-0.9552036517607319,-0.7773993953170296,-0.8161425467936938,-0.4082112242589827,1.0,0.5874194329815607,0.5707850242095538,0.5316429280078157,1.0,-0.3807934638801159,0.2888888849066662,-1.0,-0.5922156892185507,0.20422380823246655,-1.0,-0.5455730383401896,-1.0,0.5555555524444442
-0.996428707388812,-0.9993657872059656,-0.9905027701270281,-0.9856351937752507,-0.9972736345336088,-0.9989161199450293,-0.9992905763878717,-0.997978449310595,-0.9991299047325277,-0.9986254480672452,-0.9964517496195985,-0.9934134129680924,-0.976760169768925,-0.8316044784463996,0.1443992563094738,0.15935834186726328,-0.849081586684819,-0.9697901515186124,-0.9757209826380296,-0.9807369763217887,-0.9895254602824596,-0.9986497628064055,-0.9985260467365205,-0.9948737565114135,-0.9898913860258134,-0.9744467788282943,-0.8927585404448126,-0.812659895216095,-0.5043010805488652,-0.06753957028255897,0.16201134190183097,-0.4434704312825757,-0.8783045323662626,-0.9668305439965823,-0.9858390181551642,-0.9831176888902456,-0.9507494186424625,-0.9825144912967193,-0.9897908187436391,-0.9910078877172168,-0.966369190972925,-0.6138035850285501,-0.5854293918597699,-0.0941257873153809,-0.47050104456567055,-0.5280509080110531,-0.27850283300077316,-0.46374120054878043,-0.887131571654971,-0.9641386067599006,-0.9801710007238222,-0.9936240194002738,-0.996301751615452,-0.9922231835973727,-0.9645947096191684,-0.7215596876212618,-0.4743848908281918,-0.4286455181772799,-0.11979236853451314,-0.7335347062316331,0.11515567027681128,0.11893164172579307,-0.25512780373267596,0.29475021064323204,-0.7826043857468641,-0.5407407419022222,0.8436213997914954,-0.1977969486526322,-0.2947677929687268,-0.30272125810822414,-0.8179909727044871,0.7967914446285569,0.037037034962962956
-0.9999030471737781,-0.998585582229149,-0.9963638270933305,-0.9973984529980755,-0.9992066894312308,-0.999717248681312,-0.9996287220417863,-0.9994674309935921,-0.9995868679743303,-0.9989719896210285,-0.9982442422580076,-0.9843546149548975,-0.9828151633812227,-0.9475058821122906,-0.05987057575074062,0.6225585562886786,-0.8846328071190125,-0.9802967790940853,-0.9975996713982913,-0.9895511575546415,-0.990034870718992,-0.9909721915664658,-0.9813924241828601,-0.9507666114631003,-0.934771304474913,-0.9779750446053342,-0.9787873145133001,-0.9549016945069055,-0.8528785348612663,-0.16132794928307492,0.8884915152408805,-0.3763265912599725,-0.9456630901447567,-0.991799114960768,-0.9982407680702777,-0.9881189398812337,-0.8991132553033359,-0.9945939919505432,-0.986664299449133,-0.9898456602465332,-0.9944982297446128,-0.9421805294660927,-0.8661888302960822,-0.7010356008062879,-0.44592591247743374,0.5355954840911017,-0.2377624887110944,-0.7672964852804142,-0.9338956764589804,-0.9934994518497674,-0.9974828881969943,-0.9874297036982944,-0.9855915092191595,-0.9748002553835788,-0.9813422311170427,-0.9688755969108817,-0.8778038430187239,-0.8441237590235517,-0.789288964350929,-0.5945878560258948,-0.25587441987373205,-0.24866049968882553,-0.3563340388604258,0.5113003209292064,-0.6788026171633443,0.11724138131862016,0.501915708669221,0.16403145644819261,-0.34380072683149887,-0.5156169833275184,-0.7796417836141265,0.35275677644138415,0.4482758625517238
-0.9584834341856658,-0.9102223915984343,-0.6570751069139735,-0.6774348390996514,-0.9709992491408329,-0.9940028794381975,-0.9983585409927372,-0.9987043464687487,-0.9996450575466584,-0.9992007476884683,-0.9966226708344021,-0.9932870280509676,-0.9035307355573297,0.08899004871032012,-0.13919139452781715,-0.4785120341612573,-0.7594080597395116,-0.8890580451071649,-0.9739727434253393,-0.9941819093862042,-0.9906905918360708,-0.9875152385963819,-0.9838913817719274,-0.9826330525101283,-0.8293458298968099,-0.9199241741792135,-0.8759146758082516,0.10088204573989756,0.06153600002240123,-0.8284599546184477,-0.7550021908602926,-0.5253184168952696,-0.7403977076865105,-0.8652878816490479,-0.9675406897952478,-0.9936782586443763,-0.926494812085273,-0.9165733150343919,-0.9306743602743573,-0.9187152670841761,-0.9338571623756352,0.6549540918480488,0.3097194887056547,-0.7743338069856261,-0.8426711608650581,-0.8951316051182624,-0.7835084166934632,-0.4726954332623742,-0.6331888935091086,-0.8711189748046169,-0.9637770124884928,-0.9896760393577255,-0.95286436916767,-0.9106241458153796,-0.8896953572225486,0.08304385430535377,0.5303623024780661,-0.7511750502590043,-0.8573477596982759,-0.9226866161289928,0.16403665489332386,0.15502894892551233,0.3058050865361075,-0.06278231016732339,-0.8984371914490953,-0.5999999977599999,0.33333333333333326,-0.2071744213949639,0.281013411808096,0.03949687920086542,-0.849479202393179,0.13368983948571556,0.0
-0.9979867905555238,-0.9972015004962786,-0.9909906832980003,-0.8666247890687617,-0.9791484021406119,-0.9274797846988339,-0.9849230347101684,-0.9860190439122267,-0.9531839886322495,-0.8408985918615764,-0.7917136630482409,-0.8759649301098504,-0.16111719285886061,-0.6334270873887624,-0.08680590599301197,0.5735659300236311,-0.42261103286053114,-0.7866967566022562,-0.8070387059367239,-0.8413505868703485,-0.8710176688208375,-0.8553356241464252,-0.8069253351522705,-0.6064406400347313,-0.8030045729478421,-0.953522378618395,-0.9302189587457008,-0.8666664148952554,-0.68555720931303,-0.05205974967282889,-0.3125496764170328,-0.11276180725465601,-0.6176756073429404,-0.9017401313861405,-0.9652872070897582,-0.9525011467199523,-0.48513341754392736,-0.7203012140126949,-0.9633382986311042,-0.9774251051915698,-0.9878093158522859,-0.8605190667646364,-0.6512966457014059,-0.5186581868889231,-0.42972039672104845,-0.6984649133136673,-0.6222721419193497,0.040208435690539224,-0.5657105620229219,-0.8211807249835279,-0.9259094008545108,-0.9804001194447748,-0.979572450569772,-0.968520327673918,-0.9873642909688315,-0.9150713771594423,-0.5856102554246718,-0.35591652846972255,-0.3490569478059524,-0.6659312763543703,-0.2574588039234683,-0.2520213002548084,-0.25827104973429515,0.4406407974227422,-0.7077184157469548,1.0,-0.11111110903703691,0.17111334179040605,-0.24247842701666544,-0.4392823473474159,-0.7990735211152646,-0.44385026482861956,1.0
-0.9622485520750423,-0.9994956633685705,-0.9993461963508974,-0.999854811158207,-0.9997259610409842,-0.9999266941025624,-0.9994112828360838,-0.998525702235986,-0.9997645259397556,-0.9999418663921118,-0.9990354104008335,-0.9993336944332178,-1.0,-0.994902511318989,-0.6514947811520713,0.6187797486297979,0.012603093518908981,-0.7232790637776698,-0.969719527269749,-0.9941125825073,-0.9975346958008914,-0.9986863731123037,-1.0,-0.9965786668580973,-1.0,-1.0,-1.0,-1.0,-0.9615752928841769,-0.4844849332704144,0.017554998832686852,-0.020956240051554498,0.2430624496187923,-0.4845844931307004,-0.8970212954705843,-0.9770465380982647,-0.9213810716661048,-0.9925272098244081,-0.9973285229151455,-0.9994109420764344,-0.9988113154992461,-0.9986612360704538,-0.9954750348506965,-0.9889326514612796,-0.4485788128799644,-0.31384657564985496,-0.4724039685477459,-0.5879593672748891,0.3994324137511911,-0.330306385333368,-0.7508076060865773,-0.9614447518092598,-0.9831319871942178,-0.9959698058321907,-0.9986857292158806,-0.9988186250909868,-0.9965837163007238,-0.9910668833370211,-0.8524267809762865,-0.43593482322541766,-0.4268460235125613,-0.4202581730079258,-0.2807799242324418,0.13930966175036508,-0.7591135666960421,0.11724138131862016,0.07279693565261813,0.34495395938809215,-0.208154222747433,-0.14441409663409066,-0.7755556311665218,-0.2048681532561747,0.4482758625517238
-0.9999995128461152,-0.9898544912978231,-0.9888560631749974,-0.9569974354909679,-0.8328752751286713,-0.8574289309142096,-0.7685634293196763,-0.7109335917150186,-0.8430538558711744,-0.7541041903483171,-0.4128437770530228,-0.07964095931460813,0.33934655603596897,-0.9682623871998491,-0.5311492098367538,0.41468606524177054,-0.7657300182126285,-0.7132426451391368,-0.9829528455374311,-0.9108332758451297,-0.8385221569199752,-0.7663481310826437,-0.9093596274375773,-0.47486344958482263,-0.283557228307614,-0.7950790912594113,-0.8379615073059415,-0.9502752171395992,-0.9504434279755916,-0.6692647687730345,0.6614755787853852,-0.2320159953832609,-0.8625911384534846,-0.9402726230642066,-0.96304937394669,-0.9280311938848045,-0.5041936196627028,-0.9297500011409312,-0.980581588450235,-0.9775693279757203,-0.9932605051427758,-0.9964018110918446,-0.9291088728101925,-0.7994830187178166,-0.8543883857978345,0.12704469836105892,0.12795823872681833,-0.5723531130075339,-0.7777108055521095,-0.928142638834742,-0.9834171296263592,-0.9665912290772833,-0.9120482191968352,-0.9771444009830176,-0.9932532477313325,-0.9995774352809372,-0.9951508792423054,-0.9711496442430261,-0.7824051796508007,-0.7909667704010898,-0.45555844565253467,-0.44239982484542195,-0.6890862196872272,0.3154175675539441,-0.6975838087972059,-0.6551724184275862,0.07279693565261813,0.3545315714003707,-0.6352175273810101,-0.3393873886047306,-0.7575834900676137,-0.2048681532561747,-0.03448276296551733
-0.8721428970330735,-0.9566744497564111,-0.851630483839096,-0.8679581559831877,-0.9901781859682198,-0.9958442537666905,-0.9953760644369202,-0.9980301872363296,-0.9978413532264988,-0.9960964822598852,-0.9941764086869616,-0.994799123160833,-0.9285940829302614,-0.4505815947718079,0.28973836695214605,-0.589465629669297,-0.9847517590996115,-0.9984165907872132,-0.9890057922924789,-0.9984236739394818,-0.9986896896379296,-0.9947779979822589,-0.9925512116308591,-0.984600141714015,-0.9780655543276991,-0.9723076361624112,-0.8626625609593381,-0.7461503569109216,0.11458740785070987,0.21727576426042217,-0.7117660754719752,-0.9520815870710178,-0.9971445478403883,-0.9996978712447991,-1.0,-0.996028555462928,-0.8950720389744944,-0.9682899412980899,-0.9929033088234208,-0.9488199360768056,-0.9421047008573239,-0.6172364184874406,-0.1373370222379683,0.49931753467372664,-0.16223874950719086,-0.8348373928571103,-0.9171924950428416,-0.9981898113780533,-0.9977987467645537,-0.9993111377115306,-0.9948978622068427,-0.9942432147978142,-0.9907992201473699,-0.9317312485376864,-0.8826781335375389,-0.5675437953278326,-0.498551284551738,-0.11675833176480643,0.2531840922259727,-0.6949238331217977,0.045039333506160295,0.04610001566022914,-0.10158103610447933,0.09131692679725001,-0.7803323927992749,-0.19999999552000047,0.33333333333333326,-0.12059340322725198,-0.11545783517968677,-0.09405790394364344,-0.7858405798473842,0.13368983948571556,0.2500000017499997
1.0,1.0,1.0,-0.0344556825875616,-0.9402648133597593,-0.9790427166118363,-0.9981992738150126,-0.9989273558022219,-0.999668997436365,-0.9996825019752964,-1.0,-1.0,-0.9790645365700793,-0.9976710446273576,-0.45002028658647075,0.6870841764048881,-0.5594067472456763,-0.8982418363108571,-0.9903350335779884,-0.9959386071075689,-0.9997860034101048,-0.9981107253968026,-0.9983936894896578,-0.9986959043822108,-0.9966189208699514,-0.9971492527067197,-0.9988968641141994,-0.9674163589693945,-0.9716905854646057,-0.4510051757125406,0.3395103737796217,-0.0668860429186795,-0.40270312658672625,-0.8671961389382575,-0.9838830536804285,-0.9880378148159286,-0.986849977903625,-1.0,-1.0,-0.9991634439104803,-1.0,-0.9929160011132097,-0.9439753681985283,-0.921036023347031,-0.4640705644484888,0.13882956868517482,-0.2714698266953284,-0.4494475224459308,-0.20143787945515734,-0.8123720528302305,-0.9576213013661585,-0.9926349013115086,-0.9991270476202586,-1.0,-0.9994439686286282,-0.9986161432811338,-0.9799592004738699,-0.9401720776017481,-0.9231239201415592,-0.5787611764215741,-0.5079329031220821,-0.4977539030705648,-0.4657829545993166,0.3245729960332091,-0.7615578247101104,-0.2689655185544828,-0.14176245396679432,0.41960541031275844,-0.39901952014670394,-0.34036720811015675,-0.8089284469377431,-0.4836806221477348,0.20689654979310346
-0.9518645442977348,-0.9923287743956255,-0.9731208634111473,-0.9753682685341705,-0.9979369376847537,-0.999554928479843,-0.9993766840412303,-0.9999241874797861,-0.9992898329199716,-0.9949226095426152,-0.9944442108266457,-0.9761979100256077,-0.7835067376332383,0.2047665355426782,0.16410815381535238,-0.922740501118622,-0.9992284135401378,-0.999745304900244,-0.9984055716552982,-0.9973825464908037,-0.9963870869290891,-0.9907979819169642,-0.9951036004647899,-0.9377692359343021,-0.9648529309294179,-0.8929451364986243,-0.7521172292575189,-0.15817496770539696,0.2799482964749389,-0.4423222238857244,-0.9401690735147419,-0.9947135691150494,-0.9932063763225242,-0.9984810457652262,-0.9970762622325289,-0.9960111854517572,-0.9382958219345239,-0.9332023412315179,-0.9776690042406067,-0.9166369941110959,-0.752613329597045,0.457346085635574,0.39728490861387655,-0.07527172430496987,-0.5316350062564218,-0.9360397746092568,-0.9892348631738339,-0.9950582893635361,-0.9953600589213167,-0.9957180039949067,-0.9945499051672522,-0.9955273022790028,-0.9886678451362902,-0.8784175440658586,-0.5850750751701238,0.12186164429066348,0.22718083389304744,-0.537377397742475,-0.10313953384060126,-0.805243365340744,0.2755639493784856,0.2794584993998661,-0.30052451228945354,-0.13094321212669746,-0.4621926221080723,-0.5407407419022222,-0.07818930010425229,-0.35249479470315115,-0.3322494191678611,0.15362336552256917,-0.41231734452999724,-0.4010695184571478,0.037037034962962956
